Replication;BOAT_GROUP_QUEUE: Total queue length;BOAT_GROUP_QUEUE: Waiting time arbitrary customer;waitingTimeArbitraryCustomer;Mean boat occupancy;totalQueuelength
1;0,16456;5,2E-4;5,6E-4;0,3495075;0,16456
4,0.0,0.0,0.0,0.225,0.0
5,0.0,0.0,0.0,0.275,0.0
6,0.0,0.0,0.0,0.325,0.0
7,0.0,0.0,0.0,0.1625,0.0
8,0.0,0.0,0.0,0.2875,0.0
9,0.0,0.0,0.0,0.375,0.0
10,0.0,0.0,0.0,0.2375,0.0
1,0.0,0.0,0.0,0.2875,0.0
2,0.0,0.0,0.0,0.225,0.0
3,0.0,0.0,0.0,0.2625,0.0
4,0.0,0.0,0.0,0.4625,0.0
5,0.0,0.0,0.0,0.25,0.0
6,0.0,0.0,0.0,0.3625,0.0
7,0.0,0.0,0.0,0.2375,0.0
8,0.0,0.0,0.0,0.025,0.0
9,0.0,0.0,0.0,0.25,0.0
10,0.0,0.0,0.0,0.45,0.0
1,0.0,0.0,0.0,0.275,0.0
2,0.0,0.0,0.0,0.425,0.0
3,0.0,0.0,0.0,0.3875,0.0
4,0.0,0.0,0.0,0.2125,0.0
5,0.0,0.0,0.0,0.425,0.0
6,0.0,0.0,0.0,0.3,0.0
7,0.0,0.0,0.0,0.3375,0.0
8,0.0,0.0,0.0,0.2,0.0
9,0.0,0.0,0.0,0.375,0.0
10,0.0,0.0,0.0,0.25,0.0
1,0.0,0.2125,0.0
2,0.0,0.4625,0.0
3,0.0,0.325,0.0
4,0.0,0.175,0.0
5,0.0,0.3,0.0
6,0.0,0.4,0.0
7,0.0,0.4,0.0
8,0.0,0.375,0.0
9,0.0,0.3625,0.0
10,0.0,0.2375,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
1,0.0,0.34125,0.13
1,0.0,0.4475,0.19
1,0.0,0.3525,0.15
1,0.0,0.37375,0.2
1,0.0,0.36125,0.17
1,0.005,0.405,0.27
1,0.0,0.34375,0.08
1,0.0,0.34,0.15
1,0.0,0.3425,0.13
1,0.0,0.3875,0.09
1,0.0,0.36875,0.0
1,0.0,0.3375,0.1
1,0.0,0.3125,0.05
1,0.0,0.3675,0.22
1,0.0,0.36375,0.14
1,0.005,0.3675,0.57
1,0.0,0.35,0.0
1,0.0,0.3725,0.05
1,0.0,0.3925,0.04
1,0.0,0.3125,0.05
1,0.0,0.39625,0.16
1,0.0,0.32875,0.0
1,0.0,0.40375,0.18
1,0.0,0.3625,0.18
1,0.0,0.39625,0.19
1,0.0,0.3375,0.05
1,0.0,0.34,0.0
1,0.0,0.37375,0.1
1,0.0,0.3975,0.14
1,0.0,0.34125,0.13
1,0.0,0.3875,0.15
1,0.0,0.3375,0.13
1,0.0,0.36,0.18
1,0.0,0.29375,0.08
1,0.0,0.40875,0.09
1,0.0,0.37125,0.0
1,0.0,0.365,0.0
1,0.0,0.3675,0.29
1,0.0,0.3325,0.14
1,0.0,0.44125,0.23
1,0.0,0.37,0.19
1,0.0,0.4,0.04
1,0.0,0.3575,0.09
1,0.0,0.31,0.25
1,0.0,0.39125,0.1
1,0.0,0.39625,0.3
1,0.0,0.405,0.24
1,0.0,0.4275,0.14
1,0.0,0.39,0.31
1,0.0,0.3525,0.09
1,0.0,0.40375,0.27
1,0.0,0.41375,0.09
1,0.0,0.34625,0.05
1,0.0,0.4075,0.18
1,0.0,0.37,0.0
1,0.0,0.3725,0.09
1,0.0,0.36375,0.0
1,0.00625,NaN,3.68
1,0.04896103896103896,NaN,3.45
1,0.0,0.44375,0.21
1,0.355,0.0
1,0.3875,0.16,0.05161290322580645
1,0.41375,0.1782477341389728,0.59
1,0.45625,0.45,0.1232876712328767
1,0.38875,0.36,0.1157556270096463
1,0.38125,0.05,0.01639344262295082
1,0.054313099041533544,0.39125,0.17,0.054313099041533544
1,0.29,0.08405797101449275,0.43125,0.29,0.08405797101449275
1,0.02127659574468085,0.0,0.05,0.0,0.32375,0.05,0.019305019305019305
1,0.06319702602230483,0.0,0.17,0.0,0.3625,0.17,0.05862068965517241
1,0.09427609427609428,0.0,0.28,0.0,0.39625,0.28,0.08832807570977919
1,0.01644736842105263,0.0,0.05,0.0,0.41125,0.05,0.015197568389057751
1,0.0,0.0,0.36,0.0,0.0
1,0.059602649006622516,0.18,0.3775,0.18,0.059602649006622516
1,0.0,0.0,0.345,0.0,0.0
1,0.0,0.0,0.3375,0.0,0.0
1,0.0,0.0,0.35625,0.0,0.0
1,0.0581039755351682,0.19,0.40875,0.19,0.0581039755351682
1,0.07664233576642336,0.0,0.21,0.0,0.36375,0.21,0.07216494845360824
1,0.07167235494880546,0.0,0.21,0.0,0.39,0.21,0.0673076923076923
1,0.06020066889632107,0.0,0.18,0.0,0.39625,0.18,0.056782334384858045
1,0.08,0.0,0.2,0.0,0.34375,0.2,0.07272727272727272
1,0.04697986577181208,0.0,0.14,0.0,0.39125,0.14,0.04472843450479233
1,0.018656716417910446,0.0,0.1,0.0,0.35875,0.1,0.017421602787456445
1,0.17142857142857143,0.01,0.54,0.05263157894736842,0.4175,0.55,0.16467065868263472
1,0.03272727272727273,0.0,0.09,0.0,0.37125,0.09,0.030303030303030304
1,0.035211267605633804,0.01,0.1,0.05,0.38,0.11,0.03618421052631579
1,0.01968503937007874,0.0,0.05,0.0,0.32875,0.05,0.019011406844106463
1,0.06593406593406594,0.0,0.18,0.0,0.36125,0.18,0.06228373702422145
1,0.12048192771084337,0.0,0.3,0.0,0.34375,0.3,0.10909090909090909
1,0.015503875968992248,0.0,0.04,0.0,0.35,0.04,0.014285714285714285
1,0.09326424870466321,0.0,0.18,0.0,0.28125,0.18,0.08
1,0.037037037037037035,0.0,0.09,0.0,0.33625,0.09,0.03345724907063197
1,0.049429657794676805,0.0,0.13,0.0,0.3425,0.13,0.04744525547445255
1,0.01384083044982699,0.0,0.04,0.0,0.38,0.04,0.013157894736842105
1,0.035842293906810034,0.0,0.1,0.0,0.375,0.1,0.03333333333333333
1,0.01838235294117647,0.0,0.05,0.0,0.365,0.05,0.017123287671232876
1,0.015723270440251572,0.0,0.05,0.0,0.41625,0.05,0.015015015015015015
1,0.0821917808219178,0.01,0.24,0.058823529411764705,0.38625,0.25,0.08090614886731391
